serum,virus,replicate,concentration,fraction infectivity,input_folder,experiment_rep
hRSV90,VSV,1,1.9,1.09138268,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,0.54,1.11743,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,0.16,1.04970697,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,0.04,1.00455828,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,1000,0.78298242,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,285.71,0.92467984,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,81.63,1.02713262,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,23.32,1.02800087,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,6.66,0.98198394,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,1.9,0.99240287,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,0.54,1.05752116,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,0.16,1.0010853,24.09.26_mAb2,mAb_2
hRSV90,VSV,2,0.04,0.95593662,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,1000,0.00595846,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,285.71,0.00640606,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,81.63,0.01733827,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,23.32,0.24392456,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,6.66,0.54879446,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,1.9,0.92098353,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,0.54,1.06994509,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,0.16,0.9066603,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,1,0.04,1.10145619,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,1000,0.01175937,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,285.71,0.00865123,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,81.63,0.04614228,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,23.32,0.22258296,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,6.66,0.48169014,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,1.9,0.77058964,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,0.54,1.10432084,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,0.16,0.77631893,24.09.26_mAb2,mAb_2
MPE8,RSV A 1982,2,0.04,0.73836238,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,1000,0.00110384,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,285.71,0.00216527,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,81.63,0.01851525,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,23.32,0.08410959,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,6.66,0.48281043,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,1.9,0.95360141,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,0.54,1.13654441,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,0.16,1.04021211,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,1,0.04,0.95802033,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,1000,0.00122846,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,285.71,0.00144764,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,81.63,0.02225365,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,23.32,0.10897039,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,6.66,0.48899691,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,1.9,0.96597437,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,0.54,1.07998232,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,0.16,1.05170128,24.09.26_mAb2,mAb_2
MPE8,RSV A 2020,2,0.04,1.07202828,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,1000,0.00015344,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,285.71,0.00026272,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,81.63,0.00077889,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,23.32,0.07203244,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,6.66,0.44417749,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,1.9,0.85411818,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,0.54,1.12666116,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,0.16,1.21090172,24.09.26_mAb2,mAb_2
MPE8,RSV A2,1,0.04,1.0568361,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,1000,0.00084466,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,285.71,0.00025475,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,81.63,0.00316736,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,23.32,0.07734815,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,6.66,0.3709738,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,1.9,0.62527217,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,0.54,1.01404009,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,0.16,1.02214881,24.09.26_mAb2,mAb_2
MPE8,RSV A2,2,0.04,1.1054884,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,1000,0.00428623,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,285.71,0.0075143,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,81.63,0.01084604,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,23.32,0.15564824,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,6.66,0.46615825,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,1.9,0.93946616,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,0.54,0.83758341,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,0.16,0.93267398,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,1,0.04,0.99058627,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,1000,0.00563036,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,285.71,0.00296783,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,81.63,0.01955076,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,23.32,0.18499762,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,6.66,0.46580076,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,1.9,0.76823165,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,0.54,0.85653003,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,0.16,1.03527169,24.09.26_mAb2,mAb_2
MPE8,RSV B 2024,2,0.04,1.15038132,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,1000,7.81E-05,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,285.71,8.75E-05,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,81.63,0.00018755,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,23.32,0.04587565,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,6.66,0.29392649,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,1.9,0.7791391,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,0.54,1.01382428,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,0.16,1.13175654,24.09.26_mAb2,mAb_2
MPE8,RSV B1,1,0.04,1.20684007,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,1000,4.41E-05,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,285.71,0.00010606,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,81.63,0.0020874,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,23.32,0.05059294,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,6.66,0.25952958,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,1.9,0.63644107,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,0.54,0.99220337,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,0.16,1.12074953,24.09.26_mAb2,mAb_2
MPE8,RSV B1,2,0.04,1.17067418,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,1000,0.00009527,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,285.71,0.00013406,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,81.63,0.00739772,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,23.32,0.06024659,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,6.66,0.19334952,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,1.9,0.49872968,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,0.54,0.72744256,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,0.16,0.85522137,24.09.26_mAb2,mAb_2
MPE8,RSV Long,1,0.04,0.70670652,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,1000,0.00250009,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,285.71,0.00013495,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,81.63,0.00425257,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,23.32,0.08714739,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,6.66,0.26743882,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,1.9,0.41247898,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,0.54,0.7885298,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,0.16,1.00990099,24.09.26_mAb2,mAb_2
MPE8,RSV Long,2,0.04,0.86867177,24.09.26_mAb2,mAb_2
MPE8,VSV,1,1000,1.08313368,24.09.26_mAb2,mAb_2
MPE8,VSV,1,285.71,1.02275994,24.09.26_mAb2,mAb_2
MPE8,VSV,1,81.63,0.99041687,24.09.26_mAb2,mAb_2
MPE8,VSV,1,23.32,0.97891711,24.09.26_mAb2,mAb_2
MPE8,VSV,1,6.66,1.00047916,24.09.26_mAb2,mAb_2
MPE8,VSV,1,1.9,1.01844753,24.09.26_mAb2,mAb_2
MPE8,VSV,1,0.54,0.87326306,24.09.26_mAb2,mAb_2
MPE8,VSV,1,0.16,0.98682319,24.09.26_mAb2,mAb_2
MPE8,VSV,1,0.04,1.01413512,24.09.26_mAb2,mAb_2
MPE8,VSV,2,1000,1.08025874,24.09.26_mAb2,mAb_2
MPE8,VSV,2,285.71,0.92860565,24.09.26_mAb2,mAb_2
MPE8,VSV,2,81.63,1.04504073,24.09.26_mAb2,mAb_2
MPE8,VSV,2,23.32,0.98322952,24.09.26_mAb2,mAb_2
MPE8,VSV,2,6.66,0.9501677,24.09.26_mAb2,mAb_2
MPE8,VSV,2,1.9,1.06875898,24.09.26_mAb2,mAb_2
MPE8,VSV,2,0.54,0.98035458,24.09.26_mAb2,mAb_2
MPE8,VSV,2,0.16,0.95232391,24.09.26_mAb2,mAb_2
MPE8,VSV,2,0.04,1.00766651,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,1000,0.07662927,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,285.71,0.44366197,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,81.63,1.13869659,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,23.32,1.20529959,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,6.66,0.87729768,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,1.9,1.12437336,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,0.54,1.06779661,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,0.16,0.97254715,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,1,0.04,0.88517546,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,1000,0.05847458,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,285.71,0.33201241,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,81.63,1.2403915,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,23.32,1.06636429,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,6.66,1.01336835,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,1.9,1.15230365,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,0.54,1.1959895,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,0.16,0.90880878,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 1982,2,0.04,0.9567916,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,1000,0.03652673,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,285.71,0.34405656,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,81.63,1.01104728,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,23.32,1.25939019,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,6.66,0.85276182,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,1.9,1.19399028,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,0.54,0.98276624,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,0.16,0.98630137,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,1,0.04,1.02165267,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,1000,0.0070411,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,285.71,0.34281927,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,81.63,0.9898365,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,23.32,1.34423332,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,6.66,0.9695095,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,1.9,1.0048608,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,0.54,1.04993372,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,0.16,1.00927972,24.09.26_mAb2,mAb_2
Palivizumab,RSV A 2020,2,0.04,0.86283694,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,1000,0.01661837,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,285.71,0.3722802,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,81.63,1.34424506,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,23.32,1.72715669,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,6.66,1.37487799,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,1.9,1.37352654,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,0.54,1.09377581,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,0.16,1.13206697,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,1,0.04,1.25324724,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,1000,0.01156844,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,285.71,0.26452436,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,81.63,1.2401832,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,23.32,1.46047001,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,6.66,1.26495983,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,1.9,0.86718222,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,0.54,1.05503416,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,0.16,0.84150462,24.09.26_mAb2,mAb_2
Palivizumab,RSV A2,2,0.04,1.04917787,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,1000,0.01502502,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,285.71,0.28798856,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,81.63,1.04528122,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,23.32,1.15252622,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,6.66,0.96770734,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,1.9,0.86653956,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,0.54,0.91051001,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,0.16,0.93088656,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,1,0.04,1.08531935,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,1000,0.02604266,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,285.71,0.33571258,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,81.63,1.09139657,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,23.32,1.07816969,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,6.66,0.96949476,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,1.9,1.15574357,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,0.54,1.01346521,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,0.16,0.96663489,24.09.26_mAb2,mAb_2
Palivizumab,RSV B 2024,2,0.04,1.01918494,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,1000,0.00017383,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,285.71,0.05440608,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,81.63,0.4029352,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,23.32,0.90454039,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,6.66,1.10502522,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,1.9,1.13411518,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,0.54,1.04252113,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,0.16,0.8475398,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,1,0.04,1.04802464,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,1000,0.00020045,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,285.71,0.04512874,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,81.63,0.39428684,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,23.32,0.95446505,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,6.66,0.9466029,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,1.9,1.10856319,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,0.54,0.89196095,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,0.16,1.07396973,24.09.26_mAb2,mAb_2
Palivizumab,RSV B1,2,0.04,0.97608596,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,1000,0.0027635,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,285.71,0.07946946,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,81.63,0.46796189,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,23.32,0.96618718,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,6.66,1.35680927,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,1.9,1.27498599,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,0.54,1.25929385,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,0.16,1.28451336,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,1,0.04,1.05081263,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,1000,0.00278311,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,285.71,0.08210349,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,81.63,0.54216327,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,23.32,1.11806464,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,6.66,1.27386512,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,1.9,1.3489632,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,0.54,1.19820661,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,0.16,1.47169811,24.09.26_mAb2,mAb_2
Palivizumab,RSV Long,2,0.04,1.22230525,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,1000,1.13775755,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,285.71,1.02922856,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,81.63,1.0342597,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,23.32,1.11547676,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,6.66,1.05222808,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,1.9,1.17081936,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,0.54,1.14422616,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,0.16,1.03066603,24.09.26_mAb2,mAb_2
Palivizumab,VSV,1,0.04,1.16650695,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,1000,1.03857211,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,285.71,0.94441782,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,81.63,0.99688548,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,23.32,1.02707235,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,6.66,0.98682319,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,1.9,1.04719693,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,0.54,0.96454241,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,0.16,0.89554384,24.09.26_mAb2,mAb_2
Palivizumab,VSV,2,0.04,0.97316723,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,1000,0.00472158,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,285.71,0.00527588,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,81.63,0.00398124,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,23.32,0.02517729,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,6.66,0.28106217,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,1.9,0.65399905,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,0.54,0.82811258,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,0.16,1.06185403,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,1,0.04,1.224519,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,1000,0.01042296,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,285.71,0.00040175,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,81.63,0.00303816,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,23.32,0.03944983,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,6.66,0.25496899,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,1.9,0.6897758,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,0.54,1.03180156,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,0.16,1.07568771,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 1982,2,0.04,1.13006837,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,1000,0.00066832,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,285.71,0.00053052,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,81.63,0.00058266,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,23.32,0.02713842,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,6.66,0.24436168,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,1.9,0.63645769,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,0.54,0.95054831,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,0.16,0.94309952,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,1,0.04,0.98199876,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,1000,0.00245438,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,285.71,0.00049948,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,81.63,0.00064722,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,23.32,0.01809642,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,6.66,0.15687978,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,1.9,0.65632113,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,0.54,0.93771984,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,0.16,1.06021105,24.09.26_mAb2,mAb_2
Suptavumab,RSV A 2020,2,0.04,1.0668322,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,1000,0.00021127,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,285.71,0.00033853,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,81.63,0.00175618,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,23.32,0.01915971,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,6.66,0.14840468,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,1.9,0.55902259,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,0.54,0.97090621,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,0.16,1.00149424,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,1,0.04,1.1618177,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,1000,0.00026928,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,285.71,0.00049964,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,81.63,0.00060016,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,23.32,0.0010479,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,6.66,0.17888723,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,1.9,0.58591896,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,0.54,1.0130966,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,0.16,0.99885734,24.09.26_mAb2,mAb_2
Suptavumab,RSV A2,2,0.04,1.21982948,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,1000,0.766053136,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,285.71,0.644623969,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,81.63,0.786541184,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,23.32,0.701590739,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,6.66,0.859998334,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,1.9,1.12184559,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,0.54,0.823019905,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,0.16,0.93495461,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,1,0.04,0.948946448,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,1000,0.961938869,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,285.71,0.744065962,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,81.63,0.799033897,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,23.32,0.984425752,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,6.66,0.970433914,24.09.26_mAb2,mAb_2
Suptavumab,RSV B 2024,2,1.9,1.149329558,24.09.26_mAb2,mAb_2
